,ID,Title,Year,Rating,Genres,Director,Top_Cast_Member,Revenue,Production_Companies
371,286217,The Martian,2015,7.7,"['Drama', 'Adventure', 'Science Fiction']",Ridley Scott,Matt Damon,630600000,"['Scott Free Productions', 'Genre Films', 'TSG Entertainment', '20th Century Fox']"
372,320007,Victoria,2015,7.6,"['Crime', 'Thriller', 'Romance']",Sebastian Schipper,Laia Costa,3191971,"['WDR', 'MonkeyBoy', 'RadicalMedia', 'ARTE', 'Deutschfilm', 'ARD', 'The Match Factory']"
373,318224,Going Clear: Scientology and the Prison of Belief,2015,7.6,['Documentary'],Alex Gibney,Paul Haggis,0,"['Sky Atlantic', 'Jigsaw Productions', 'HBO Documentary Films']"
374,348678,A Man Called Ove,2015,7.6,"['Comedy', 'Drama']",Hannes Holm,Rolf Lassgård,30692889,"['Nordsvensk Filmunderhållning', 'SVT', 'Film i Väst', 'Tre Vänner', 'Nordisk Film Sweden', 'Fantefilm']"
375,309809,The Little Prince,2015,7.6,"['Adventure', 'Animation', 'Fantasy', 'Family']",Mark Osborne,Riley Osborne,97571250,"['Orange Studio', 'ON Animation Studios', 'Canal+', 'CNC', 'LPPTV', 'M6 Films', 'On Entertainment', 'Lucky Red', 'Wild Bunch']"
376,306819,The Danish Girl,2015,7.6,['Drama'],Tom Hooper,Eddie Redmayne,64191523,"['Pretty Pictures', 'Working Title Films', 'Artémis Productions', 'Shelter Productions', 'Senator Global Productions', 'ReVision Pictures']"
377,283587,Beasts of No Nation,2015,7.6,"['Drama', 'War']",Cary Joji Fukunaga,Abraham Attah,9077700,"['Participant', 'Red Crown Productions', 'Levante Filmes', 'Mutressa Movies', 'Primary Productions', 'Parliament of Owls']"
378,331781,Amy,2015,7.6,"['Documentary', 'Music']",Asif Kapadia,Amy Winehouse,8413144,"['On the Corner Films', 'Universal Music Group', 'Film4 Productions']"
379,347201,Boruto: Naruto the Movie,2015,7.6,"['Animation', 'Action', 'Comedy']",Hiroyuki Yamashita,Yuko Sanpei,39500000,"['Pierrot', 'Studio Lagurus', 'Aniplex', 'Bandai Namco Entertainment', 'Bandai', 'dentsu', 'Shueisha', 'TV Tokyo', 'TOHO']"
380,372058,Your Name.,2016,8.5,"['Romance', 'Animation', 'Drama']",Makoto Shinkai,Ryunosuke Kamiki,358000000,"['CoMix Wave Films', 'TOHO', 'KADOKAWA', 'East Japan Marketing & Communications', 'AMUSE', 'voque ting', 'Lawson Entertainment', '4Kids Entertainment']"
381,378064,A Silent Voice: The Movie,2016,8.4,"['Animation', 'Drama']",Naoko Yamada,Miyu Irino,30200000,"['Kyoto Animation', 'ABC Animation', 'Kodansha', 'Pony Canyon', 'Quaras', 'Shochiku']"
382,290098,The Handmaiden,2016,8.2,"['Thriller', 'Drama', 'Romance']",Park Chan-wook,Kim Min-hee,38600000,"['Moho Film', 'Yong Film', 'CJ Entertainment']"
383,324786,Hacksaw Ridge,2016,8.2,"['Drama', 'History', 'War']",Mel Gibson,Andrew Garfield,175302354,"['Vendian Entertainment', 'Summit Entertainment', 'Cross Creek Pictures', 'IM Global', 'Screen Australia', 'Screen NSW', 'Permut Presentations', 'Pandemonium', 'Demarest Films', 'Bliss Media', 'Kylin Pictures', 'AI Film']"
384,399106,Piper,2016,8.2,"['Family', 'Animation']",Alan Barillaro,,0,"['Pixar', 'Walt Disney Pictures']"
385,334543,Lion,2016,8.1,['Drama'],Garth Davis,Dev Patel,140312928,"['The Weinstein Company', 'See-Saw Films', 'Screen Australia', 'Aquarius Films', 'Sunstar Entertainment']"
386,381284,Hidden Figures,2016,8.1,"['Drama', 'History']",Theodore Melfi,Taraji P. Henson,236000000,"['Fox 2000 Pictures', 'Levantine Films', 'Chernin Entertainment']"
387,378108,In This Corner of the World,2016,8.0,"['Drama', 'Animation', 'Romance', 'War', 'History']",Sunao Katabuchi,Non,19496308,"['GENCO', 'MAPPA']"
388,407806,13th,2016,8.0,['Documentary'],Ava DuVernay,Jelani Cobb,0,['Kandoo Films']
389,360814,Dangal,2016,7.9,"['Drama', 'Family', 'Comedy', 'Action']",Nitesh Tiwari,Aamir Khan,311000000,"['Aamir Khan Productions', 'Walt Disney Pictures', 'UTV Motion Pictures']"
390,404378,A Street Cat Named Bob,2016,7.9,"['Family', 'Drama']",Roger Spottiswoode,Luke Treadaway,17900000,"['Iris Productions', 'Shooting Script Films', 'Prescience', 'Stage 6 Films']"
391,296096,Me Before You,2016,7.9,"['Drama', 'Romance']",Thea Sharrock,Emilia Clarke,207945075,"['New Line Cinema', 'Sunswept Entertainment', 'Metro-Goldwyn-Mayer']"
392,334533,Captain Fantastic,2016,7.9,"['Adventure', 'Drama']",Matt Ross,Viggo Mortensen,23123592,"['Electric City Entertainment', 'ShivHans Pictures']"
393,313369,La La Land,2016,7.9,"['Comedy', 'Drama', 'Romance', 'Music']",Damien Chazelle,Ryan Gosling,447407695,"['Summit Entertainment', 'Black Label Media', 'Gilbert Films', 'Impostor Pictures', 'Marc Platt Productions', 'TIK Films']"
394,369557,Sing Street,2016,7.9,"['Romance', 'Drama', 'Music']",John Carney,Ferdia Walsh-Peelo,13624522,"['Cosmo Film', 'Filmwave Pictures', 'Distressed Films', 'FilmNation Entertainment', 'Likely Story', 'PalmStar Media']"
395,381341,Perfect Strangers,2016,7.9,"['Comedy', 'Drama']",Paolo Genovese,Giuseppe Battiston,31640626,"['Medusa Film', 'Mediaset Premium', 'MiC', 'EsseQuamVideri', 'Lotus Production']"
396,379170,Sherlock: The Abominable Bride,2016,7.9,"['Crime', 'Drama', 'Mystery', 'TV Movie']",Douglas Mackinnon,Benedict Cumberbatch,0,['BBC']
397,393559,My Life as a Zucchini,2016,7.8,"['Animation', 'Comedy', 'Drama', 'Family', 'Romance']",Claude Barras,Gaspard Schlatter,5873256,"['Gébéka Films', 'Rita Productions', 'Blue Spirit', 'KNM', 'RTS', 'SRG SSR', 'Auvergne-Rhône-Alpes Cinéma', 'France 3 Cinéma', 'Hélium Films']"
398,396535,Train to Busan,2016,7.8,"['Horror', 'Thriller', 'Action', 'Adventure']",Yeon Sang-ho,Gong Yoo,87547518,"['Next Entertainment World', 'RedPeter Film', 'Contents Panda', 'Union Investment Partners', 'KTB Network', 'Korean Film Council']"
399,382591,Two Is a Family,2016,7.8,"['Drama', 'Comedy']",Hugo Gélin,Omar Sy,1447740,"['Mars Films', 'Poisson Rouge Pictures', 'TF1 Films Production', 'Korokoro', 'Vendôme Production']"
400,354912,Coco,2017,8.2,"['Family', 'Animation', 'Fantasy', 'Music', 'Comedy', 'Adventure']",Lee Unkrich,Anthony Gonzalez,800500000,"['Pixar', 'Walt Disney Pictures']"
401,398818,Call Me by Your Name,2017,8.2,"['Romance', 'Drama']",Luca Guadagnino,Timothée Chalamet,43143046,"['La Cinéfacture', 'RT Features', 'Frenesy Film', ""Water's End Productions"", 'M.Y.R.A. Entertainment', 'CineFinance Italia']"
402,406997,Wonder,2017,8.2,"['Drama', 'Family']",Stephen Chbosky,Jacob Tremblay,305937718,"['Lionsgate', 'Participant', 'Walden Media', 'Mandeville Films']"
403,411088,The Invisible Guest,2017,8.1,"['Drama', 'Mystery', 'Thriller']",Oriol Paulo,Mario Casas,30000000,"['Think Studio', 'Nostromo Pictures', 'Colosé Producciones', 'ICEC', 'Movistar+', 'TV3', 'Atresmedia', 'Orange', 'Cosmopolitan TV']"
404,397567,Along with the Gods: The Two Worlds,2017,8.1,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Thriller', 'Mystery']",Kim Yong-hwa,Ha Jung-woo,125983972,"['Lotte Entertainment', 'Dexter Studios', 'Realies Pictures', 'Korean Film Council', 'Alpha Pictures', 'kth', 'Union Investment Partners']"
405,359940,"Three Billboards Outside Ebbing, Missouri",2017,8.1,"['Crime', 'Drama']",Martin McDonagh,Frances McDormand,162729321,"['Blueprint Pictures', 'Cutting Edge Group', 'Fox Searchlight Pictures', 'Film4 Productions']"
406,437068,A Taxi Driver,2017,8.1,"['Action', 'Drama', 'History']",Jang Hoon,Song Kang-ho,81927980,"['The LAMP', 'Showbox']"
407,400928,Gifted,2017,8.0,"['Drama', 'Comedy']",Marc Webb,Chris Evans,40300000,"['Grade A Entertainment', 'Dayday Films', 'FilmNation Entertainment', 'Fox Searchlight Pictures']"
408,339877,Loving Vincent,2017,8.0,"['Animation', 'Drama', 'Mystery', 'History']",DK Welchman,Douglas Booth,42187665,"['Breakthru Films', 'Trademark Films', 'PISF', 'Odra Film', 'Good Deed Entertainment', 'Centrum Technologii Audiowizualnych CeTA']"
409,455661,In a Heartbeat,2017,8.0,"['Family', 'Animation', 'Romance', 'Comedy']",Beth David,Nick Ainsworth,0,['Ringling College of Art + Design']
410,488623,Forgotten,2017,8.0,"['Thriller', 'Mystery', 'Drama']",Jang Hang-jun,Kang Ha-neul,9968972,"['BA Entertainment', 'Michigan Venture Capital', 'Plus M Entertainment', 'Kiwi Media Group', 'Baram Pictures', 'Union Investment Partners', 'M-Line Distribution']"
411,455714,Bad Genius,2017,7.9,"['Drama', 'Crime', 'Thriller', 'Comedy']",Nattawut Poonpiriya,Chutimon Chuengcharoensukying,42350000,"['Jor Kwang Films', 'GDH 559']"
412,316029,The Greatest Showman,2017,7.9,['Drama'],Michael Gracey,Hugh Jackman,432844677,"['Chernin Entertainment', '20th Century Fox', 'TSG Entertainment']"
413,435129,The Breadwinner,2017,7.9,"['Animation', 'War', 'Drama']",Nora Twomey,Saara Chaudry,312381,"['Cartoon Saloon', 'Jolie Pas', 'Téléfilm Canada', 'Fís Éireann/Screen Ireland', 'Aircraft Pictures', 'Melusine Productions', 'GKIDS']"
414,430424,See You Up There,2017,7.9,"['Drama', 'Crime', 'War']",Albert Dupontel,Nahuel Pérez Biscayart,15100000,"['Gaumont', 'Stadenn Productions', 'Manchester Films', 'France 2 Cinéma', 'Canal+', 'Ciné+', 'France Télévisions', 'Entourage Pictures']"
415,398924,A Bag of Marbles,2017,7.8,"['War', 'Drama']",Christian Duguay,Dorian Le Clech,10898998,"['TF1 Films Production', 'Forecast Pictures', 'Main Journey', 'Gaumont', 'Quad Productions', 'IDL Films', 'Compagnie Cinématographique, La', 'Panache Productions', 'Proximus', 'Okko Production']"
416,263115,Logan,2017,7.8,"['Action', 'Drama', 'Science Fiction']",James Mangold,Hugh Jackman,619021436,"['Hutch Parker Entertainment', ""The Donners' Company"", 'Genre Films', '20th Century Fox']"
417,428493,God's Own Country,2017,7.8,"['Romance', 'Drama']",Francis Lee,Josh O'Connor,2559939,"['BFI', 'Inflammable Films', 'Met Film Production', 'Shudder Films', 'Creative England', 'Magic Bear Productions']"
418,413594,Sword Art Online: The Movie – Ordinal Scale,2017,7.7,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Romance', 'Science Fiction']",Tomohiko Ito,Yoshitsugu Matsuoka,20725409,"['A-1 Pictures', 'Aniplex', 'ASCII Media Works', 'Bandai Namco Entertainment', 'GENCO', 'EGG FIRM']"
419,451945,BPM (Beats per Minute),2017,7.7,['Drama'],Robin Campillo,Nahuel Pérez Biscayart,7632420,"['France 3 Cinéma', 'Memento Films Production', 'Page 114', 'Les Films de Pierre', 'Playtime']"
420,324857,Spider-Man: Into the Spider-Verse,2018,8.4,"['Action', 'Adventure', 'Animation', 'Science Fiction']",Rodney Rothman,Shameik Moore,375464627,"['Columbia Pictures', 'Lord Miller', 'Pascal Pictures', 'Sony Pictures Animation', 'Arad Productions']"
421,299536,Avengers: Infinity War,2018,8.3,"['Adventure', 'Action', 'Science Fiction']",Anthony Russo,Robert Downey Jr.,2052415039,['Marvel Studios']
422,504253,I Want to Eat Your Pancreas,2018,8.3,"['Animation', 'Drama', 'Romance']",Shinichiro Ushijima,Mahiro Takasugi,33748006,"['ABC Animation', 'Aniplex', 'East Japan Marketing & Communications', 'Futabasha', 'Studio VOLN', 'Tohan', 'The Asahi Shimbun']"
423,490132,Green Book,2018,8.2,"['Drama', 'History']",Peter Farrelly,Viggo Mortensen,319700000,"['Participant', 'DreamWorks Pictures', 'Cinetic Media', 'Innisfree Pictures', 'Alibaba Pictures Group']"
424,476292,Maquia: When the Promised Flower Blooms,2018,8.2,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Romance']",Mari Okada,Manaka Iwami,4300000,"['P.A.WORKS', 'Bandai Visual', 'Hakuhodo DY Music & Pictures', 'Lantis', 'Cygames']"
425,517814,Capernaum,2018,8.2,['Drama'],Nadine Labaki,Zain Al Rafeea,64978931,"['Boo Pictures', 'Mooz Films', 'Cedrus Invest Bank', 'Clandestino Filmes', 'DFI', 'KNM Films', 'Les Films des Tournelles', 'Louverture Films', 'Open City Films', 'Sunnyland Film', 'The Bridge Production', 'Sony Pictures Classics', 'Wild Bunch']"
426,518068,Along with the Gods: The Last 49 Days,2018,8.2,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Thriller', 'Mystery']",Kim Yong-hwa,Ha Jung-woo,112790210,"['Lotte Entertainment', 'Dexter Studios', 'Realies Pictures', 'Union Investment Partners', 'Korean Film Council', 'Art Service', 'Alpha Pictures']"
427,470044,The Hate U Give,2018,8.2,"['Crime', 'Drama']",George Tillman Jr.,Amandla Stenberg,34934009,['Temple Hill Entertainment']
428,550776,Believe Me: The Abduction of Lisa McVey,2018,8.1,"['Drama', 'TV Movie']",Jim Donovan,Katie Douglas,0,['Cineflix Productions']
429,538362,On My Skin,2018,8.1,['Drama'],Alessio Cremonini,Alessandro Borghi,0,"['Cinemaundici', 'Lucky Red']"
430,449176,"Love, Simon",2018,8.0,"['Comedy', 'Drama', 'Romance']",Greg Berlanti,Nick Robinson,66316289,"['Temple Hill Entertainment', 'Fox 2000 Pictures', 'New Leaf Literary & Media', '20th Century Fox', 'Twisted Media']"
431,490003,Won't You Be My Neighbor?,2018,8.0,['Documentary'],Morgan Neville,Margaret Whitmer,22835787,"['Tremolo Productions', 'Impact Partners', 'Independent Lens', 'PBS']"
432,424694,Bohemian Rhapsody,2018,8.0,"['Music', 'Drama']",Bryan Singer,Rami Malek,910800000,"['20th Century Fox', 'Regency Enterprises', 'GK Films', 'TSG Entertainment']"
433,515042,Free Solo,2018,7.9,"['Documentary', 'Adventure']",Elizabeth Chai Vasarhelyi,Alex Honnold,21790193,"['National Geographic Documentary Films', 'Little Monster Films', 'Itinerant Media', 'Parkes+MacDonald Image Nation']"
434,505262,My Hero Academia: Two Heroes,2018,7.9,"['Animation', 'Action', 'Adventure', 'Fantasy']",Kenji Nagasaki,Daiki Yamashita,31478826,"['BONES', 'Yomiuri Telecasting Corporation', 'Shueisha', 'Nippon Television Network Corporation', 'dentsu', 'Sony Music Entertainment', 'movic', 'TOHO', 'TOHO MUSIC']"
435,503314,Dragon Ball Super: Broly,2018,7.9,"['Action', 'Science Fiction', 'Animation']",Tatsuya Nagamine,Masako Nozawa,125002821,"['Toei Animation', 'Shueisha', 'Fuji Television Network', 'Toei Company', 'Bird Studios', '20th Century Fox Japan', 'YOMIKO Advertising', 'Bandai Namco Group', 'avex pictures', 'RISINGPRODUCTION']"
436,505192,Shoplifters,2018,7.9,"['Drama', 'Crime', 'Thriller']",Hirokazu Kore-eda,Lily Franky,0,"['Fuji Television Network', 'AOI Pro.', 'BUN-BUKU', 'GAGA Corporation']"
437,399174,Isle of Dogs,2018,7.9,"['Adventure', 'Comedy', 'Animation']",Wes Anderson,Bryan Cranston,64337744,"['Studio Babelsberg', 'American Empirical Pictures', 'Indian Paintbrush', 'Scott Rudin Productions']"
438,419478,Midnight Sun,2018,7.8,"['Romance', 'Drama']",Scott Speer,Bella Thorne,27365467,"['Boies/Schiller Film Group', 'Wrigley Pictures', 'Universal Pictures']"
439,423612,Never Look Away,2018,7.8,"['Drama', 'Romance']",Florian Henckel von Donnersmarck,Tom Schilling,4831836,"['Pergamon Film', 'Wiedemann & Berg Film', 'Beta Cinema', 'ARTE', 'ARD']"
440,496243,Parasite,2019,8.5,"['Comedy', 'Thriller', 'Drama']",Bong Joon-ho,Song Kang-ho,257591776,['Barunson E&A']
441,527641,Five Feet Apart,2019,8.3,"['Romance', 'Drama']",Justin Baldoni,Haley Lu Richardson,92600000,"['Wayfarer Entertainment', 'CBS Films']"
442,637920,Miracle in Cell No. 7,2019,8.3,['Drama'],Mehmet Ada Öztekin,Aras Bulut İynemli,19289062,"['Lanistar Media', 'Motion Content Group', 'CJ Entertainment Turkey']"
443,299534,Avengers: Endgame,2019,8.3,"['Adventure', 'Science Fiction', 'Action']",Anthony Russo,Robert Downey Jr.,2800000000,['Marvel Studios']
444,508965,Klaus,2019,8.2,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",Sergio Pablos,Jason Schwartzman,0,"['Atresmedia', 'The SPA Studios']"
445,537061,Steven Universe: The Movie,2019,8.2,"['TV Movie', 'Animation', 'Science Fiction', 'Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Music']",Rebecca Sugar,Zach Callison,0,"['Cartoon Network Studios', 'Cartoon Network Studios']"
446,522924,The Art of Racing in the Rain,2019,8.2,"['Drama', 'Romance']",Simon Curtis,Milo Ventimiglia,33766787,"['Original Film', 'Shifting Gears Productions', 'Fox 2000 Pictures', 'Starbucks Entertainment']"
447,592350,My Hero Academia: Heroes Rising,2019,8.2,"['Animation', 'Action', 'Fantasy', 'Adventure']",Kenji Nagasaki,Daiki Yamashita,29900850,"['BONES', 'dentsu', 'movic', 'Nippon Television Network Corporation', 'Shueisha', 'Sony Music Entertainment', 'Yomiuri Telecasting Corporation', 'TOHO', 'TOHO MUSIC']"
448,606856,Togo,2019,8.2,"['Adventure', 'Family']",Ericson Core,Willem Dafoe,0,['Walt Disney Pictures']
449,531428,Portrait of a Lady on Fire,2019,8.2,"['Drama', 'Romance']",Céline Sciamma,Noémie Merlant,9923127,"['Lilies Films', 'ARTE France Cinéma', 'Hold Up Films']"
450,475557,Joker,2019,8.2,"['Crime', 'Thriller', 'Drama']",Todd Phillips,Joaquin Phoenix,1074458282,"['Warner Bros. Pictures', 'Joint Effort', 'Village Roadshow Pictures', 'Bron Studios', 'DC Films']"
451,638507,How to Train Your Dragon: Homecoming,2019,8.1,"['Animation', 'Fantasy', 'Adventure', 'Action', 'Family']",Tim Johnson,Jay Baruchel,0,['DreamWorks Animation']
452,522518,A Dog's Journey,2019,8.1,"['Family', 'Adventure', 'Drama']",Gail Mancuso,Marg Helgenberger,78871079,"['Amblin Entertainment', 'Reliance Entertainment', 'Walden Media', 'Alibaba Pictures Group', 'Pariah']"
453,515001,Jojo Rabbit,2019,8.0,"['Comedy', 'War', 'Drama']",Taika Waititi,Roman Griffin Davis,82468705,"['Fox Searchlight Pictures', 'Defender Films', 'Piki Films', 'TSG Entertainment', 'Czech Anglo Productions']"
454,359724,Ford v Ferrari,2019,8.0,"['Drama', 'Action', 'History']",James Mangold,Christian Bale,225508210,"['20th Century Fox', 'TSG Entertainment', 'Chernin Entertainment', 'Turnpike Films']"
455,568160,Weathering with You,2019,8.0,"['Animation', 'Drama', 'Fantasy', 'Romance']",Makoto Shinkai,Kotaro Daigo,186965409,"['CoMix Wave Films', 'Story', 'TOHO', 'KADOKAWA', 'voque ting', 'East Japan Marketing & Communications', 'Lawson Entertainment', '""Weathering With You"" Film Partners']"
456,554596,No Manches Frida 2,2019,8.0,['Comedy'],Nacho G. Velilla,Omar Chaparro,0,['Epoca Films']
457,530915,1917,2019,8.0,"['War', 'Action', 'Drama']",Sam Mendes,George MacKay,394638258,"['DreamWorks Pictures', 'Reliance Entertainment', 'New Republic Pictures', 'Neal Street Productions', 'Mogambo Films', 'Amblin Partners']"
458,491480,The Boy Who Harnessed the Wind,2019,7.9,"['Drama', 'History', 'Family']",Chiwetel Ejiofor,Maxwell Simba,0,"['Participant', 'BBC Film', 'BFI', 'Potboiler Productions']"
459,522212,Just Mercy,2019,7.9,"['Drama', 'Crime', 'History']",Destin Daniel Cretton,Michael B. Jordan,50401502,"['Netter Productions', 'Outlier Society Productions', 'Endeavor Content', 'MACRO', 'One Community', 'Participant', 'Warner Bros. Pictures']"
460,696374,Gabriel's Inferno,2020,8.4,"['Romance', 'Drama']",Tosca Musk,Melanie Zanetti,0,['PassionFlix']
461,724089,Gabriel's Inferno: Part II,2020,8.4,"['Romance', 'Drama']",Tosca Musk,Melanie Zanetti,0,['PassionFlix']
462,761053,Gabriel's Inferno: Part III,2020,8.4,"['Romance', 'Drama']",Tosca Musk,Melanie Zanetti,0,['PassionFlix']
463,447362,Life in a Year,2020,8.3,"['Drama', 'Romance']",Mitja Okorn,Jaden Smith,0,"['Columbia Pictures', 'Overbrook Entertainment']"
464,630566,Clouds,2020,8.3,"['Music', 'Drama', 'Romance']",Justin Baldoni,Fin Argus,0,"['Warner Bros. Pictures', 'Mad Chance', 'La Scala Films', 'Wayfarer Studios']"
465,635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,8.3,"['Action', 'Animation', 'Adventure', 'Fantasy', 'Thriller']",Haruo Sotozaki,Natsuki Hanae,503063688,"['ufotable', 'Aniplex', 'Shueisha', 'TOHO']"
466,618344,Justice League Dark: Apokolips War,2020,8.3,"['Animation', 'Action', 'Science Fiction']",Matt Peters,Matt Ryan,0,"['Warner Bros. Animation', 'DC Entertainment']"
467,441130,Wolfwalkers,2020,8.2,"['Animation', 'Family', 'Adventure', 'Fantasy']",Tomm Moore,Honor Kneafsey,1266570,"['Cartoon Saloon', 'Melusine Productions', 'Value&Power Culture Communications', 'Film Fund Luxembourg', 'Fís Éireann/Screen Ireland', 'Broadcasting Authority of Ireland', 'Haut et Court', 'Canal+', 'RTÉ', 'OCS', 'Pôle Image Magelis', 'Folivari', 'GKIDS']"
468,556574,Hamilton,2020,8.2,"['History', 'Drama']",Thomas Kail,Lin-Manuel Miranda,0,"['RadicalMedia', '5000 Broadway Productions', 'Nevis Productions', 'Old 320 Sycamore']"
469,755812,"Miraculous World: New York, United HeroeZ",2020,8.2,"['Animation', 'TV Movie', 'Fantasy', 'Action']",Thomas Astruc,Annouck Hautbois,0,"['Zagtoon', 'Method Animation', 'SAMG Animation', 'TF1', 'Gloob', 'Norman Studio', 'Télé-Québec', 'The Walt Disney Company EMEA']"
470,600354,The Father,2020,8.1,['Drama'],Florian Zeller,Anthony Hopkins,21029340,"['Trademark Films', 'F Comme Film', 'Ciné-@', 'Embankment Films', 'Film4 Productions', 'Canal+', 'Ciné+', 'Orange Studio', 'Les Films du Cru', 'AG Studios NYC', 'Simon Friend Entertainment', 'Viewfinder', 'CAA Media Finance', 'Sony Pictures Classics']"
471,508442,Soul,2020,8.1,"['Animation', 'Family', 'Comedy', 'Fantasy', 'Drama']",Pete Docter,Jamie Foxx,121000000,"['Walt Disney Pictures', 'Pixar']"
472,664767,Mortal Kombat Legends: Scorpion's Revenge,2020,8.1,"['Animation', 'Action', 'Fantasy']",Ethan Spaulding,Patrick Seitz,0,['Warner Bros. Animation']
473,653567,Miss Americana,2020,7.9,"['Documentary', 'Music']",Lana Wilson,Taylor Swift,0,['Tremolo Productions']
474,682110,My Octopus Teacher,2020,7.9,['Documentary'],James Reed,Craig Foster,0,"['The Sea Change Project', 'Off the Fence']"
475,667520,A Whisker Away,2020,7.9,"['Animation', 'Drama', 'Romance', 'Fantasy']",Junichi Sato,Mirai Shida,0,['Studio Colorido']
476,523781,Words on Bathroom Walls,2020,7.9,"['Drama', 'Romance']",Thor Freudenthal,Charlie Plummer,0,['LD Entertainment']
477,677638,We Bare Bears: The Movie,2020,7.8,"['Animation', 'Adventure', 'Family', 'Comedy', 'TV Movie']",Daniel Chong,Eric Edelstein,0,['Cartoon Network Studios']
478,609242,The Heist of the Century,2020,7.8,"['Comedy', 'Thriller', 'Crime']",Ariel Winograd,Guillermo Francella,7627100,"['Viacom International Inc.', 'Telefe', 'AZ Films', 'MarVista Entertainment', 'Film Tonic', 'INCAA', 'Cine Argentino']"
479,656563,Rich in Love,2020,7.7,"['Romance', 'Comedy']",Bruno Garotti,Danilo Mesquita,0,['Ananã Produções']
480,283566,Evangelion: 3.0+1.0 Thrice Upon a Time,2021,8.3,"['Animation', 'Action', 'Science Fiction', 'Drama']",Hideaki Anno,Megumi Ogata,92300000,['khara']
481,810693,Jujutsu Kaisen 0,2021,8.2,"['Animation', 'Action', 'Fantasy']",Sunghoo Park,Megumi Ogata,195870885,"['MAPPA', 'Shueisha', 'Sumzap', 'MBS', 'TOHO']"
482,791373,Zack Snyder's Justice League,2021,8.2,"['Action', 'Adventure', 'Fantasy']",Zack Snyder,Ben Affleck,0,"['Warner Bros. Pictures', 'The Stone Quarry', 'Atlas Entertainment', 'Access Entertainment', 'Dune Entertainment', 'DC Films']"
483,458220,Palmer,2021,8.2,['Drama'],Fisher Stevens,Justin Timberlake,0,"['SK Global Entertainment', 'Sidney Kimmel Entertainment']"
484,337404,Cruella,2021,8.0,"['Comedy', 'Crime']",Craig Gillespie,Emma Stone,233503234,"['Walt Disney Pictures', 'Gunn Films', 'Marc Platt Productions']"
485,615457,Nobody,2021,8.0,"['Action', 'Thriller']",Ilya Naishuller,Bob Odenkirk,61779301,"['87North Productions', 'Odenkirk Provissiero Entertainment', 'Eighty Two Films']"
486,634649,Spider-Man: No Way Home,2021,8.0,"['Action', 'Adventure', 'Science Fiction']",Jon Watts,Tom Holland,1921847111,"['Marvel Studios', 'Pascal Pictures', 'Columbia Pictures']"
487,776503,CODA,2021,8.0,"['Drama', 'Music', 'Romance']",Siân Heder,Emilia Jones,1600000,"['Vendôme Pictures', 'Pathé', 'Picture Perfect Entertainment']"
488,482321,Ron's Gone Wrong,2021,8.0,"['Animation', 'Science Fiction', 'Family', 'Comedy']",Sarah Smith,Zach Galifianakis,60692022,"['Locksmith Animation', 'TSG Entertainment', 'DNEG Animation']"
489,550205,Wish Dragon,2021,7.9,"['Animation', 'Family', 'Comedy', 'Fantasy']",Chris Appelhans,Jimmy Wong,25860000,"['Sony Pictures Animation', 'Tencent Pictures', 'Base FX', 'Beijing Sparkle Roll Media Corporation', 'Flagship Entertainment Group', 'Columbia Pictures']"
490,501929,The Mitchells vs. the Machines,2021,7.9,"['Animation', 'Adventure', 'Comedy']",Jeff Rowe,Abbi Jacobson,0,"['Lord Miller', 'Columbia Pictures', 'Sony Pictures Animation', 'One Cool Film Production']"
491,522402,Finch,2021,7.9,"['Science Fiction', 'Drama', 'Adventure']",Miguel Sapochnik,Tom Hanks,0,"['Amblin Entertainment', 'ImageMovers', 'Misher Films', 'Reliance Entertainment']"
492,691179,Friends: The Reunion,2021,7.9,['Documentary'],Ben Winston,Jennifer Aniston,0,"['Bright/Kauffman/Crane Productions', 'Warner Horizon Unscripted Television', 'Fulwell 73 Productions']"
493,438695,Sing 2,2021,7.9,"['Animation', 'Family', 'Music', 'Comedy']",Garth Jennings,Matthew McConaughey,406000000,"['Universal Pictures', 'Illumination']"
494,726684,Miraculous World: Shanghai – The Legend of Ladydragon,2021,7.9,"['Animation', 'Fantasy', 'Action', 'TV Movie']",Thomas Astruc,Annouck Hautbois,0,"['Zagtoon', 'Method Animation', 'SAMG Animation', 'TF1', 'Gloob', 'Télé-Québec', 'Norman Studio', 'Gravity Animation', 'The Walt Disney Company EMEA']"
495,527774,Raya and the Last Dragon,2021,7.9,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure']",Don Hall,Kelly Marie Tran,130423032,"['Walt Disney Pictures', 'Walt Disney Animation Studios']"
496,508943,Luca,2021,7.9,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']",Enrico Casarosa,Jacob Tremblay,49750471,"['Pixar', 'Walt Disney Pictures']"
