,ID,Title,Year,Rating,Genres,Director,Top_Cast_Member,Revenue,Production_Companies
244,20453,3 Idiots,2009,8.0,"['Drama', 'Comedy']",Rajkumar Hirani,Aamir Khan,70000000,"['Vidhu Vinod Chopra Productions', 'Vinod Chopra Films']"
245,25376,The Secret in Their Eyes,2009,8.0,"['Mystery', 'Thriller', 'Drama']",Juan José Campanella,Ricardo Darín,33965843,"['Canal+ España', '100 Bares', 'Tornasol Films', 'Ministerio de Cultura', 'INCAA', 'Haddock Films', 'TVE', 'Telefe']"
246,14160,Up,2009,8.0,"['Animation', 'Comedy', 'Family', 'Adventure']",Pete Docter,Ed Asner,735099082,['Pixar']
247,23128,The Cove,2009,7.9,['Documentary'],Louie Psihoyos,Joe Chisholm,1162422,"['Quickfire Films', 'Diamond Docs', 'SkyFish Films', 'Oceanic Preservation Society', 'Participant']"
248,24238,Mary and Max,2009,7.9,"['Animation', 'Comedy', 'Drama']",Adam Elliot,Toni Collette,1740429,"['icon', 'Melodrama Pictures']"
249,14836,Coraline,2009,7.9,"['Animation', 'Family', 'Fantasy']",Henry Selick,Dakota Fanning,124600000,"['Laika Entertainment', 'Pandemonium']"
250,31011,Mr. Nobody,2009,7.8,"['Science Fiction', 'Drama', 'Romance', 'Fantasy']",Jaco Van Dormael,Jared Leto,2331721,"['Pan Européenne Production', 'Virtual Films', 'Wild Bunch']"
251,22843,Evangelion: 2.0 You Can (Not) Advance,2009,7.8,"['Animation', 'Science Fiction', 'Action', 'Drama']",Hideaki Anno,Megumi Ogata,41162041,['khara']
252,22683,Gifted Hands: The Ben Carson Story,2009,7.8,['Drama'],Thomas Carter,Cuba Gooding Jr.,0,"['Johnson & Johnson Spotlight Presentations', 'Magna Global Entertainment', 'Sony Pictures Television Studios', 'The Hatchery', 'Thomas Carter Company']"
253,24480,Partly Cloudy,2009,7.8,"['Animation', 'Family', 'Comedy']",Peter Sohn,Tony Fucile,0,['Pixar']
254,10315,Fantastic Mr. Fox,2009,7.8,"['Adventure', 'Animation', 'Comedy', 'Family']",Wes Anderson,George Clooney,46471023,"['Regency Enterprises', 'Indian Paintbrush', 'American Empirical Pictures']"
255,30018,Mother,2009,7.7,"['Crime', 'Drama', 'Mystery']",Bong Joon-ho,Kim Hye-ja,17112713,"['Barunson E&A', 'CJ Entertainment', 'Michigan Venture Capital']"
256,767,Harry Potter and the Half-Blood Prince,2009,7.7,"['Adventure', 'Fantasy']",David Yates,Daniel Radcliffe,933959197,"['Warner Bros. Pictures', 'Heyday Films']"
257,22881,The Blind Side,2009,7.7,['Drama'],John Lee Hancock,Sandra Bullock,309208309,"['Warner Bros. Pictures', 'Alcon Entertainment']"
258,21191,Sin Nombre,2009,7.6,"['Drama', 'Action', 'Thriller', 'Crime']",Cary Joji Fukunaga,Paulina Gaitán,5102705,"['Focus Features', 'Primary Productions', 'Canana']"
259,21575,A Prophet,2009,7.6,"['Crime', 'Drama']",Jacques Audiard,Tahar Rahim,17873691,"['Why Not Productions', 'Chic Films', 'Page 114', 'France 2 Cinéma', 'Union Générale Cinématographique (UGC)', 'BIM Distribuzione', 'Celluloid Dreams', 'France 2', 'CinéCinéma', 'La Région Île-de-France', ""Conseil Régional de Provence-Alpes Côte d'Azur"", 'CNC', 'Sofica UGC 1', 'Sofica Soficinéma 4', 'Soficinéma 5', 'Canal+']"
260,27205,Inception,2010,8.4,"['Action', 'Science Fiction', 'Adventure']",Christopher Nolan,Leonardo DiCaprio,825532764,"['Legendary Pictures', 'Syncopy', 'Warner Bros. Pictures']"
261,11324,Shutter Island,2010,8.2,"['Drama', 'Thriller', 'Mystery']",Martin Scorsese,Leonardo DiCaprio,294800000,"['Paramount', 'Phoenix Pictures', 'Sikelia Productions', 'Appian Way']"
262,58496,Senna,2010,8.1,"['Documentary', 'History']",Asif Kapadia,Ayrton Senna,8212430,"['Universal Pictures', 'StudioCanal', 'Working Title Films', 'Midfield Films']"
263,46738,Incendies,2010,8.1,"['Drama', 'War', 'Mystery']",Denis Villeneuve,Lubna Azabal,6788659,"['TS Productions', 'Phi Group', 'micro_scope', 'Entertainment One', 'Téléfilm Canada', 'Super Écran', 'CNC', 'The Movie Network', 'Société Radio-Canada', 'Astral Media', 'Seville International', 'Sony Pictures Classics']"
264,26022,My Name Is Khan,2010,8.1,"['Drama', 'Romance']",Karan Johar,Shah Rukh Khan,42345360,"['Dharma Productions', 'Fox Searchlight Pictures', 'Red Chillies Entertainment', 'Star Studios', 'Imagenation Abu Dhabi FZ', 'Fox International Productions', 'Mandate International', 'Star China Media']"
265,43949,Flipped,2010,8.0,"['Romance', 'Drama']",Rob Reiner,Madeline Carroll,1755212,['Reiner / Greisman Productions']
266,52629,El Infierno,2010,7.8,"['Drama', 'Crime', 'Comedy']",Luis Estrada,Damián Alcázar,0,"['Instituto Mexicano de Cinematografía', 'Bandidos Films', 'Estudios Churubusco Azteca']"
267,47931,Elite Squad: The Enemy Within,2010,7.8,"['Drama', 'Action', 'Crime']",José Padilha,Wagner Moura,63027681,"['Feijão Filmes', 'Zazen Produções', 'Globo Filmes', 'RioFilme']"
268,10191,How to Train Your Dragon,2010,7.8,"['Fantasy', 'Adventure', 'Animation', 'Family']",Chris Sanders,Jay Baruchel,494879471,['DreamWorks Animation']
269,49797,I Saw the Devil,2010,7.8,"['Thriller', 'Horror']",Kim Jee-woon,Lee Byung-hun,12900000,"['Softbank Ventures', 'Peppermint&company', 'Siz Entertainment', 'Finecut', 'Michigan Venture Capital', 'CJ Entertainment', 'Showbox']"
270,10193,Toy Story 3,2010,7.8,"['Animation', 'Family', 'Comedy']",Lee Unkrich,Tom Hanks,1066969703,"['Pixar', 'Walt Disney Pictures']"
271,12444,Harry Potter and the Deathly Hallows: Part 1,2010,7.8,"['Adventure', 'Fantasy']",David Yates,Daniel Radcliffe,954305868,"['Warner Bros. Pictures', 'Heyday Films']"
272,40662,Batman: Under the Red Hood,2010,7.8,"['Science Fiction', 'Crime', 'Action', 'Animation', 'Mystery']",Brandon Vietti,Bruce Greenwood,6629178,"['Warner Bros. Animation', 'DC Comics']"
273,61979,Three Steps Above Heaven,2010,7.7,"['Romance', 'Drama']",Fernando González Molina,María Valverde,0,['Atresmedia']
274,45269,The King's Speech,2010,7.7,"['Drama', 'History']",Tom Hooper,Colin Firth,414211549,"['The Weinstein Company', 'UK Film Council', 'Momentum Pictures', 'Aegis Film Fund', 'Molinare Investment', 'FilmNation Entertainment', 'See-Saw Films', 'Bedlam Productions']"
275,44639,Inside Job,2010,7.7,['Documentary'],Charles Ferguson,Matt Damon,7871522,['Sony Pictures']
276,40619,Day & Night,2010,7.7,"['Animation', 'Family']",Teddy Newton,Wayne Dyer,0,"['Walt Disney Pictures', 'Pixar']"
277,51608,The Man from Nowhere,2010,7.7,"['Action', 'Thriller', 'Crime']",Lee Jeong-beom,Won Bin,43059790,"['Opus Pictures', 'CJ Entertainment', 'United Pictures', 'M-Line Distribution']"
278,44214,Black Swan,2010,7.7,"['Drama', 'Thriller', 'Horror']",Darren Aronofsky,Natalie Portman,329400000,"['Fox Searchlight Pictures', 'Cross Creek Pictures', 'Protozoa Pictures', 'Phoenix Pictures']"
279,51739,The Secret World of Arrietty,2010,7.6,"['Fantasy', 'Animation', 'Family']",Hiromasa Yonebayashi,Mirai Shida,149480483,"['Studio Ghibli', 'Hakuhodo DY Media Partners', 'Mitsubishi Shoji', 'dentsu', 'TOHO', 'Nippon Television Network Corporation', 'Wild Bunch', 'The Walt Disney Company (Japan)', 'Walt Disney Pictures']"
280,92321,Hotarubi no Mori e,2011,8.4,"['Romance', 'Animation', 'Fantasy']",Takahiro Omori,Izumi Sawada,0,"[""Brain's Base""]"
281,77338,The Intouchables,2011,8.3,"['Drama', 'Comedy']",Éric Toledano,François Cluzet,426600000,"['Gaumont', 'CinéCinéma', 'Quad Productions', 'Chaocorp', 'Ten Films', 'TF1', 'Canal+', 'TF1 Films Production']"
282,50014,The Help,2011,8.2,['Drama'],Tate Taylor,Emma Stone,216600000,"['DreamWorks Pictures', 'Reliance Entertainment', 'Participant', 'Imagenation Abu Dhabi FZ', '1492 Pictures', 'Harbinger Pictures']"
283,81481,Silenced,2011,8.2,['Drama'],Hwang Dong-hyuk,Gong Yoo,31500000,"['Sangeori Pictures', 'Fantagio', 'CJ Entertainment']"
284,12445,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,"['Fantasy', 'Adventure']",David Yates,Daniel Radcliffe,1341511219,"['Warner Bros. Pictures', 'Heyday Films']"
285,89708,Samsara,2011,8.1,['Documentary'],Ron Fricke,Ni Made Megahadi Pratiwi,0,"['Magidson Films', 'Oscilloscope']"
286,414419,Kill Bill: The Whole Bloody Affair,2011,8.0,"['Action', 'Crime', 'Thriller']",Quentin Tarantino,Uma Thurman,0,"['Super Cool ManChu', 'Miramax', 'A Band Apart']"
287,60243,A Separation,2011,7.9,['Drama'],Asghar Farhadi,Leila Hatami,24426169,"['Asghar Farhadi Productions', 'Dreamlab Films', 'MPA APSA Academy Film Fund', 'Memento Films Production']"
288,59440,Warrior,2011,7.8,"['Drama', 'Action']",Gavin O'Connor,Joel Edgerton,23300000,"['Lionsgate', 'Mimran Schur Pictures', 'Solaris Film', 'Filmtribe']"
289,71157,Polisse,2011,7.8,"['Drama', 'Thriller']",Maïwenn,Frédéric Pierrot,20374201,"['Les Productions du Trésor', 'Chaocorp', 'Shortcom', 'ARTE France Cinéma', 'Mars Films']"
290,80767,Jiro Dreams of Sushi,2011,7.8,['Documentary'],David Gelb,Jiro Ono,2550508,"['Preferred Content', 'Sundial Pictures', 'Magnolia Pictures']"
291,74308,Detachment,2011,7.6,['Drama'],Tony Kaye,Adrien Brody,1681521,"['Paper Street Films', 'Kingsgate Films', 'Appian Way']"
292,64690,Drive,2011,7.6,"['Drama', 'Thriller', 'Crime']",Nicolas Winding Refn,Ryan Gosling,78054825,"['FilmDistrict', 'Bold Films', 'Marc Platt Productions', 'OddLot Entertainment', 'Motel Movies', 'Newbridge Film Capital']"
293,71859,We Need to Talk About Kevin,2011,7.6,"['Drama', 'Thriller']",Lynne Ramsay,Tilda Swinton,10800000,"['BBC Film', 'Independent', 'UK Film Council', 'Footprint Investment Fund', 'Piccadilly Pictures', 'Lipsync Productions', 'Artina Films', 'Rockinghorse Films', 'Caemhan', 'Panaramic', 'Beryl Betty', 'Atlantic Swiss Productions', 'Kanzaman Productions']"
294,83389,From Up on Poppy Hill,2011,7.5,"['Animation', 'Drama']",Goro Miyazaki,Masami Nagasawa,61037844,"['Studio Ghibli', 'Hakuhodo DY Media Partners', 'Mitsubishi', 'KDDI']"
295,59436,Midnight in Paris,2011,7.5,"['Fantasy', 'Comedy', 'Romance']",Woody Allen,Owen Wilson,151119219,"['Pontchartrain Productions', 'Gravier Productions', 'Mediapro', 'Versátil Cinema', 'TV3', 'Firstep', 'Imagina International Sales']"
296,63311,The Skin I Live In,2011,7.5,"['Drama', 'Horror', 'Mystery', 'Thriller']",Pedro Almodóvar,Antonio Banderas,33750478,['El Deseo']
297,76758,The Flowers of War,2011,7.5,"['Drama', 'History', 'War']",Zhang Yimou,Christian Bale,95311434,"['New Picture Company', 'Beijing New Picture Film Co. Ltd.', 'EDKO Film']"
298,74643,The Artist,2011,7.5,"['Drama', 'Comedy', 'Romance']",Michel Hazanavicius,Jean Dujardin,133432856,"['uFilm', 'La Petite Reine', 'Studio 37', 'La Classe américaine', 'JD Prod', 'France 3 Cinéma', 'Jouror Productions']"
299,73456,Barbie: Princess Charm School,2011,7.5,"['Family', 'Animation', 'Fantasy']",Ezekiel Norton,Diana Kaarina,0,"['Mattel Entertainment', 'Rainmaker Entertainment']"
300,110420,Wolf Children,2012,8.2,"['Animation', 'Family', 'Drama', 'Fantasy', 'Adventure']",Mamoru Hosoda,Haru Kuroki,55060661,"['Studio Chizu', 'Madhouse', 'Nippon Television Network Corporation', 'KADOKAWA Shoten', 'VAP', 'D.N. Dream Partners', 'Yomiuri Telecasting Corporation', 'TOHO']"
301,68718,Django Unchained,2012,8.2,"['Drama', 'Western']",Quentin Tarantino,Jamie Foxx,425368238,"['The Weinstein Company', 'Columbia Pictures']"
302,103663,The Hunt,2012,8.1,['Drama'],Thomas Vinterberg,Mads Mikkelsen,18300000,"['Zentropa Entertainments', 'Det Danske Filminstitut', 'DR', 'Eurimages', 'MEDIA Programme of the European Union', 'Svenska Filminstitutet', 'SVT', 'Film i Väst', 'Nordisk Film & TV Fond']"
303,140420,Paperman,2012,8.0,"['Animation', 'Family', 'Romance']",John Kahrs,John Kahrs,0,"['Walt Disney Pictures', 'Walt Disney Animation Studios']"
304,84334,Searching for Sugar Man,2012,7.9,"['Music', 'Documentary']",Malik Bendjelloul,Stephen Segerman,3696196,"['Passion Pictures', 'Red Box Films', 'Canfield Pictures']"
305,83564,La luna,2012,7.8,"['Animation', 'Family']",Enrico Casarosa,Tony Fucile,0,['Pixar']
306,126319,Ernest & Celestine,2012,7.8,"['Animation', 'Comedy', 'Drama', 'Family', 'Adventure']",Stéphane Aubier,Anne-Marie Loop,8109160,"['Les Armateurs', 'Maybe Movies', 'StudioCanal', 'France 3 Cinéma', 'La Parti Production', 'Melusine Productions', 'RTBF', 'Canal+', 'Ciné+', 'France Télévisions', 'Eurimages', 'MEDIA Programme of the European Union', 'CNC', ""Centre National du Cinéma et de L'image Animée"", 'La Région Île-de-France', 'Pôle Image Magelis', 'Département de la Charente', 'Région Poitou-Charentes', 'PROCIREP', 'Angoa-Agicoa', ""Centre du Cinéma et de l'Audiovisuel de la FWB"", 'VOO', 'Région Wallonne', 'Tax Shelter du Gouvernement Fédéral Belge', 'Casa Kafka Pictures', 'Dexia', 'Film Fund Luxembourg']"
307,84892,The Perks of Being a Wallflower,2012,7.8,['Drama'],Stephen Chbosky,Logan Lerman,33400000,['Mr. Mudd Production']
308,49026,The Dark Knight Rises,2012,7.8,"['Action', 'Crime', 'Drama', 'Thriller']",Christopher Nolan,Christian Bale,1081041287,"['Syncopy', 'Legendary Pictures', 'DC Entertainment', 'Warner Bros. Pictures']"
309,86837,Amour,2012,7.8,"['Drama', 'Romance']",Michael Haneke,Jean-Louis Trintignant,29844753,"['wega film vienna', 'Les Films du Losange', 'X Filme Creative Pool']"
310,123025,"Batman: The Dark Knight Returns, Part 1",2012,7.7,"['Science Fiction', 'Action', 'Animation', 'Mystery']",Jay Oliva,Peter Weller,0,"['DC Comics', 'Warner Premiere', 'DC Entertainment', 'Warner Bros. Animation']"
311,24428,The Avengers,2012,7.7,"['Science Fiction', 'Action', 'Adventure']",Joss Whedon,Robert Downey Jr.,1518815515,['Marvel Studios']
312,137182,The Broken Circle Breakdown,2012,7.7,['Drama'],Felix van Groeningen,Veerle Baetens,5500000,"['Topkapi Films', 'Belgacom', 'Menuet']"
313,123678,The Act of Killing,2012,7.7,['Documentary'],Joshua Oppenheimer,Anwar Congo,722714,"['Final Cut for Real', 'Piraya Film', 'Novaya Zemlya', 'Spring Films']"
314,83666,Moonrise Kingdom,2012,7.7,"['Comedy', 'Drama', 'Romance']",Wes Anderson,Jared Gilman,68263166,"['Indian Paintbrush', 'American Empirical Pictures']"
315,110160,Laurence Anyways,2012,7.7,"['Drama', 'Romance']",Xavier Dolan,Melvil Poupaud,0,"['MK2 Films', 'Lyla Films']"
316,118406,Road to Ninja: Naruto the Movie,2012,7.6,"['Animation', 'Fantasy', 'Action']",Hayato Date,Junko Takeuchi,17900000,"['dentsu', 'Aniplex', 'Shueisha', 'TV Tokyo', 'Pierrot', 'TOHO', 'Bandai Visual']"
317,127533,Rurouni Kenshin Part I: Origins,2012,7.6,"['Adventure', 'Action', 'Fantasy', 'War', 'History']",Keishi Otomo,Takeru Satoh,61700000,"['Studio Swan', 'ROCKWORKS', 'C&I entertainment', 'IMJ Entertainment', 'Amuse Soft Entertainment', 'Warner Bros. Japan', 'Warner Bros. Pictures']"
318,111083,The Body,2012,7.6,"['Thriller', 'Mystery']",Oriol Paulo,Jose Coronado,0,"['Rodar y Rodar', 'Canal+ España', 'TV3', 'Atresmedia', 'DeAPlaneta']"
319,76589,Justice League: Doom,2012,7.4,"['Action', 'Animation', 'Science Fiction']",Lauren Montgomery,Kevin Conroy,0,"['DC Entertainment', 'Warner Bros. Animation', 'Warner Premiere', 'Telecom Animation Film']"
320,255709,Hope,2013,8.4,['Drama'],Lee Joon-ik,Sol Kyung-gu,0,"['Lotte Entertainment', 'Film Momentum', 'Michigan Venture Capital']"
321,164558,One Direction: This Is Us,2013,8.3,"['Documentary', 'Music']",Morgan Spurlock,Harry Styles,68500000,"['Sony Pictures', 'TriStar Pictures']"
322,313106,Doctor Who: The Day of the Doctor,2013,8.2,"['Science Fiction', 'Adventure']",Nick Hurran,Matt Smith,10000000,"['BBC Wales', 'BBC']"
323,149871,The Tale of The Princess Kaguya,2013,8.1,"['Animation', 'Drama', 'Fantasy']",Isao Takahata,Aki Asakura,24366656,"['Studio Ghibli', 'Hakuhodo DY Media Partners', 'KDDI', 'Mitsubishi Shoji', 'Nippon Television Network Corporation', 'TOHO', 'T2 Studio']"
324,146233,Prisoners,2013,8.1,"['Drama', 'Thriller', 'Crime']",Denis Villeneuve,Hugh Jackman,122126687,"['Alcon Entertainment', '8:38 Productions', 'Madhouse Entertainment']"
325,106646,The Wolf of Wall Street,2013,8.0,"['Crime', 'Drama', 'Comedy']",Martin Scorsese,Leonardo DiCaprio,392000000,"['Red Granite Pictures', 'Appian Way', 'Sikelia Productions', 'EMJAG Productions', 'Paramount']"
326,76203,12 Years a Slave,2013,7.9,"['Drama', 'History']",Steve McQueen,Chiwetel Ejiofor,187000000,"['New Regency Pictures', 'Plan B Entertainment', 'River Road Entertainment', 'Regency Enterprises', 'Film4 Productions']"
327,152532,Dallas Buyers Club,2013,7.9,"['Drama', 'History']",Jean-Marc Vallée,Matthew McConaughey,55736588,"['Truth Entertainment', 'Voltage Pictures', 'CE', 'Evolution Independent', 'R² Films', 'Rainmaker Films', 'Focus Features']"
328,142061,"Batman: The Dark Knight Returns, Part 2",2013,7.9,"['Science Fiction', 'Action', 'Animation', 'Mystery']",Jay Oliva,Peter Weller,0,"['DC Comics', 'Warner Premiere', 'DC Entertainment', 'Warner Bros. Animation']"
329,122906,About Time,2013,7.9,"['Drama', 'Romance', 'Fantasy']",Richard Curtis,Domhnall Gleeson,87100449,"['Working Title Films', 'Translux', 'Universal Pictures', 'Relativity Media']"
330,183011,Justice League: The Flashpoint Paradox,2013,7.9,"['Science Fiction', 'Animation', 'Action', 'Adventure']",Jay Oliva,Justin Chambers,0,"['DC Entertainment', 'Warner Bros. Animation', 'Warner Premiere', 'STUDIO4℃']"
331,191720,Jodorowsky's Dune,2013,7.9,['Documentary'],Frank Pavich,Alejandro Jodorowsky,0,"['Snowfort Pictures', 'Caméra One', 'Endless Picnic']"
332,152601,Her,2013,7.9,"['Romance', 'Science Fiction', 'Drama']",Spike Jonze,Joaquin Phoenix,47351251,"['Annapurna Pictures', 'Warner Bros. Pictures']"
333,158999,Blackfish,2013,7.9,['Documentary'],Gabriela Cowperthwaite,Dean Gomersall,2063312,['Manny O Productions']
334,152742,The Best Offer,2013,7.8,"['Drama', 'Romance', 'Crime']",Giuseppe Tornatore,Geoffrey Rush,19255873,"['Regione Lazio', 'PACO Cinematografica', 'Business Location Sudtirol Alto Adige', 'Friuli Venezia Giulia Film Commission', 'UniCredit Group']"
335,149870,The Wind Rises,2013,7.8,"['Drama', 'Animation', 'War']",Hayao Miyazaki,Hideaki Anno,117932401,"['Studio Ghibli', 'Nippon Television Network Corporation', 'dentsu', 'Hakuhodo DY Media Partners', 'The Walt Disney Company (Japan)', 'd-rights', 'TOHO']"
336,169813,Short Term 12,2013,7.8,['Drama'],Destin Daniel Cretton,Brie Larson,1645164,"['Traction Media', 'Animal Kingdom']"
337,211954,Instructions Not Included,2013,7.7,"['Comedy', 'Drama']",Eugenio Derbez,Eugenio Derbez,99067206,"['Pantelion Films', 'Filmax', 'Pinema', 'Televisa', 'Videocine']"
338,96721,Rush,2013,7.7,"['Drama', 'Action']",Ron Howard,Chris Hemsworth,90247624,"['Revolution Films', 'Working Title Films', 'Imagine Entertainment']"
339,203217,My Mom Is a Character,2013,7.7,['Comedy'],André Pellenz,Paulo Gustavo,20552094,"['Cenoura Filmes', 'Globo Filmes', 'Migdal Filmes', 'Paris Filmes', 'RioFilme', 'Downtown Filmes', 'Telecine']"
340,157336,Interstellar,2014,8.4,"['Adventure', 'Drama', 'Science Fiction']",Christopher Nolan,Matthew McConaughey,701729206,"['Legendary Pictures', 'Syncopy', 'Lynda Obst Productions']"
341,244786,Whiplash,2014,8.4,"['Drama', 'Music']",Damien Chazelle,Miles Teller,13092000,"['Bold Films', 'Blumhouse Productions', 'Right of Way Films', 'Sierra/Affinity', 'Sony Pictures']"
342,265177,Mommy,2014,8.2,['Drama'],Xavier Dolan,Anne Dorval,3494070,"['Metafilms', 'Sons of Manual']"
343,265297,The Salt of the Earth,2014,8.1,['Documentary'],Wim Wenders,Sebastião Salgado,1059804,"['Secretaria de Estado de Cultura do Espírito Santo', 'Decia Films', 'Amazonas Images', 'Solares Fondazione delle arti', 'La Région Île-de-France', 'Maison Européenne de la Photographie', 'Serviçio Social do Comércio']"
344,120467,The Grand Budapest Hotel,2014,8.1,"['Comedy', 'Drama']",Wes Anderson,Ralph Fiennes,174600318,"['Fox Searchlight Pictures', 'Scott Rudin Productions', 'Studio Babelsberg', 'Indian Paintbrush', 'TSG Entertainment', 'American Empirical Pictures']"
345,110416,Song of the Sea,2014,8.0,"['Family', 'Animation', 'Fantasy']",Tomm Moore,David Rawle,857522,"['Digital Graphics', 'Big Farm', 'Cartoon Saloon', 'Super Productions', 'Magellan Films', 'Noerlum Studios', 'Studio 352', 'Fís Éireann/Screen Ireland', 'Melusine Productions', 'StudioCanal', 'WestEnd Films', 'Eurimages', 'MEDIA Programme of the European Union', 'Haut et Court', 'CNC', 'OCS']"
346,205596,The Imitation Game,2014,8.0,"['History', 'Drama', 'Thriller', 'War']",Morten Tyldum,Benedict Cumberbatch,233600000,"['Bristol Automotive', 'Black Bear Pictures', 'FilmNation Entertainment']"
347,242828,When Marnie Was There,2014,8.0,"['Animation', 'Drama']",Hiromasa Yonebayashi,Sara Takatsuki,34949567,"['Studio Ghibli', 'Hakuhodo DY Media Partners', 'KDDI', 'Nippon Television Network Corporation', 'TOHO', 'dentsu', 'Universal Studios Home Entertainment', 'The Walt Disney Company (Japan)', 'Mitsubishi']"
348,237791,The Way He Looks,2014,7.9,"['Drama', 'Romance']",Daniel Ribeiro,Ghilherme Lobo,0,['Lacuna Filmes']
349,118340,Guardians of the Galaxy,2014,7.9,"['Action', 'Science Fiction', 'Adventure']",James Gunn,Chris Pratt,772776600,['Marvel Studios']
350,210577,Gone Girl,2014,7.9,"['Mystery', 'Thriller', 'Drama']",David Fincher,Ben Affleck,369300000,"['20th Century Fox', 'Regency Enterprises']"
351,265195,Wild Tales,2014,7.9,"['Drama', 'Thriller', 'Comedy']",Damián Szifron,Ricardo Darín,27000000,"['Warner Bros. Pictures', 'El Deseo', 'K & S Films', 'Telefe', 'INCAA', 'Warner Bros. Entertainment España']"
352,266856,The Theory of Everything,2014,7.9,"['Drama', 'Romance']",James Marsh,Eddie Redmayne,123726688,['Working Title Films']
353,293299,Feast,2014,7.8,"['Animation', 'Comedy', 'Drama', 'Family']",Patrick Osborne,Stephen Apostolina,0,['Walt Disney Animation Studios']
354,200727,"Love, Rosie",2014,7.8,"['Romance', 'Drama', 'Comedy']",Christian Ditter,Lily Collins,4439431,"['Constantin Film', 'Octagon Films', 'Canyon Creek Films', 'Mister Smith Entertainment', 'FFF Bayern', 'FFA', 'MEDIA Programme of the European Union', 'OMDC']"
355,113833,The Normal Heart,2014,7.8,['Drama'],Ryan Murphy,Mark Ruffalo,0,"['HBO Films', 'Plan B Entertainment', 'Ryan Murphy Productions', 'Blumhouse Productions', '20th Century Fox Television']"
356,317442,The Last: Naruto the Movie,2014,7.8,"['Action', 'Romance', 'Animation']",Tsuneo Kobayashi,Junko Takeuchi,19840000,['Aniplex']
357,293310,Citizenfour,2014,7.8,['Documentary'],Laura Poitras,Edward Snowden,3003169,"['Praxis Films', 'Participant', 'HBO Documentary Films', 'JustFilms / Ford Foundation', 'The Bertha Foundation', 'RADiUS-TWC']"
358,177572,Big Hero 6,2014,7.7,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",Chris Williams,Scott Adsit,657827828,"['Walt Disney Pictures', 'Walt Disney Animation Studios']"
359,234200,Pride,2014,7.7,"['Drama', 'Comedy']",Matthew Warchus,George MacKay,7523634,"['Calamity Films', 'BBC Film', 'Pathé', 'Pathe', 'Canal+', 'Ciné+', 'Ingenious Media']"
360,310569,The Second Mother,2015,8.0,['Drama'],Anna Muylaert,Regina Casé,0,"['África Filmes', 'Gullane Entretenimento', 'Oscilloscope']"
361,264644,Room,2015,8.0,"['Drama', 'Thriller']",Lenny Abrahamson,Brie Larson,35401758,"['Elevation Pictures', 'Téléfilm Canada', 'Element Pictures', 'FilmNation Entertainment', 'No Trace Camping', 'Film4 Productions', 'Fís Éireann/Screen Ireland']"
362,315465,The Boy and the Beast,2015,8.0,"['Action', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']",Mamoru Hosoda,Koji Yakusho,49714378,"['Nippon Television Network Corporation', 'Studio Chizu', 'TOHO', 'VAP', 'dentsu', 'Yomiuri Telecasting Corporation', 'D.N. Dream Partners', 'Sapporo Television Broadcasting Company', 'Miyagi Television Broadcasting', 'Shizuoka Daiichi Television', 'Hiroshima Telecasting', 'Fukuoka Broadcasting System', 'KADOKAWA', 'Chukyo TV Broadcasting Company']"
363,150540,Inside Out,2015,7.9,"['Animation', 'Family', 'Adventure', 'Drama', 'Comedy']",Pete Docter,Amy Poehler,857611174,"['Pixar', 'Walt Disney Pictures']"
364,359156,Don't Be Bad,2015,7.8,"['Crime', 'Drama']",Claudio Caligari,Luca Marinelli,0,"['Taodue Film', 'Kimera Film', 'RAI Cinema', 'Leone Film Group']"
365,314365,Spotlight,2015,7.8,"['Drama', 'History']",Tom McCarthy,Mark Ruffalo,98700000,"['Participant', 'Anonymous Content', 'Rocklin / Faust', 'First Look Media', 'Open Road Films', 'Entertainment One', 'Topic Studios', 'Seville International']"
366,335578,Land of Mine,2015,7.8,"['War', 'Drama', 'History']",Martin Zandvliet,Roland Møller,0,"['Nordisk Film Denmark', 'Amusement Park Films', 'Majgaard', 'K5 International', 'K5 Film', 'ZDF', 'Goethe Filmproduktion', 'Erfttal Film']"
367,277216,Straight Outta Compton,2015,7.8,"['Drama', 'Music', 'History']",F. Gary Gray,O'Shea Jackson Jr.,201600000,"['Broken Chair Flickz', 'Universal Pictures', 'Legendary Pictures', 'Cube Vision', 'Crucial Films', 'Circle of Confusion', 'Will Packer Productions', 'Xenon Pictures']"
368,336804,Mustang,2015,7.8,['Drama'],Deniz Gamze Ergüven,Güneş Nezihe Şensoy,5274664,"['CG Cinéma', 'Vistamar Filmproduktion', 'Uhlandfilm', 'Bam Film', 'Kinology', 'Ciné+', 'ZDF/Arte', 'Turkish Culture Ministry', 'Film- und Medienstiftung NRW', 'DFI', 'CNC', 'Canal+', 'FFA']"
369,273248,The Hateful Eight,2015,7.8,"['Drama', 'Mystery', 'Western']",Quentin Tarantino,Samuel L. Jackson,155760117,"['The Weinstein Company', 'Double Feature Films', 'FilmColony']"
370,319075,Cobain: Montage of Heck,2015,7.7,"['Documentary', 'Music']",Brett Morgen,Kurt Cobain,0,"['Public Road Productions', 'HBO Documentary Films']"
